Date,Season,Year,Type,Country,Source,Age,Sex,State,Location,Fatal Y/N,Activity,Species
04-Jul,,2016,Provoked,australia,"cairns post, 7/9/2016",34,M,Queensland,Palm Cove ,N,fishing,other
27-Jun,Summer,2016,Unprovoked,usa,"c. creswell, gsaf",35,M,South Carolina,Sullivan's Island,N,other,other
25-Jun,Summer,2016,Unprovoked,usa,"c. creswell, gsaf",11,M,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",N,surfing,other
24-Jun,,2016,Unprovoked,columbia,dr. a. velez,59,M,Isla Providencia,,N,other,reef shark
23-Jun,,2016,Unprovoked,south africa,"news 24, 6/23/2016",43,M,Western Cape Province,Ryspunt,N,fishing,white shark
21-Jun,Summer,2016,Unprovoked,usa,"c. creswell, gsaf",42,M,South Carolina,"North Myrtle Beach, Horry County",N,other,other
21-Jun,Summer,2016,Unprovoked,usa,"florida today, 6/22/2016",Unknown,M,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",N,wading,other
15-Jun,Summer,2016,Unprovoked,usa,"west hawaii today, 6/16/2016",Unknown,M,Hawaii,"Kalapaki Beach, Kauai",N,surfing,other
15-Jun,,2016,Provoked,australia,"perth now, 6/16/2016",19,M,Western Australia,Coral Bay,N,fishing,other
14-Jun,Summer,2016,Unprovoked,usa,"click2houston, 6/14/2016",6,F,Texas,"Pirates Beach, Galveston",N,other,other
11-Jun,Summer,2016,Unprovoked,usa,"c. creswell, gsaf",19,M,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",N,other,other
07-Jun,Summer,2016,Invalid,usa,"c. creswell, gsaf",27,M,South Carolina,"Folly Beach, Charleston County",Unknown,surfing,other
05-Jun,Summer,2016,Unprovoked,usa,"daytona beach news-journal, 6/5/2016",64,M,Florida,"Flagler Beach, Flagler County",N,swimming,other
05-Jun,,2016,Unprovoked,australia,"b. myatt, gsaf",60,F,Western Australia,Mindarie,Y,diving,other
04-Jun,,2016,Unprovoked,egypt,"ahram online, 6/4/2016",23,M,Suez,Ain Sokhna,N,swimming,mako shark
02-Jun,,2016,Unprovoked,australia,"gold coast bulletin, 6/4/2016",Unknown,M,New South Wales,Kingscliff,Unknown,fishing,whaler shark
02-Jun,,2016,Unprovoked,new caledonia,"les nouvelles caledoniennes, 6/3/2016",Unknown,M,Unknown," C te-Blanche, Noum a ",N,surfing,other
31-May,,2016,Unprovoked,australia,"perth now, 5/31/2016",29,M,Western Australia,"Falcon Beach, Mandurah",Y,surfing,white shark
29-May,Spring,2016,Unprovoked,usa,"r. collier, gsaf",52,F,California,"Corona Del Mar, Newport, Orange County",N,swimming,other
29-May,Spring,2016,Unprovoked,usa,"news4jax, 5/29/2016",13,M,Florida,"Neptune, Duval County",N,swimming,other
22-May,Spring,2016,Unprovoked,usa,"florida today, 5/22/2016",57,F,Florida,"Vero Beach, Indian River County",N,swimming,other
21-May,Spring,2016,Unprovoked,usa,"abc action news, 6/15/2016",22,F,Florida,"St. Petersburg, Pinellas County",N,swimming,bull shark
21-May,Spring,2016,Unprovoked,usa,"action news jax, 5/23/2016",11,F,Florida,"Hugenot Beach , Jacksonville, Duval County",N,swimming,other
18-May,Spring,2016,Unprovoked,usa,"news4jax, 5/19/2016",48,M,Florida,"Ponte Vedra, St. Johns County",N,swimming,other
15-May,Spring,2016,Provoked,usa,"cbs news, 5/16/2016",23,F,Florida,"Boca Raton, Palm Beach County",N,other,other
03-May,Spring,2016,Unprovoked,usa,"maui now, 5/3/2016",59,M,Hawaii,"Wailea Beach, Maui",N,other,other
02-May,,2016,Provoked,new zealand,radio new zealand  5/3/2016,39,M,Unknown,Cormandel,N,fishing,mako shark
Unknown,Unknown,2016,Unprovoked,usa,"fox news, 11/12/2018",33,F,Louisiana,,N,wading,other
25-Apr,,2016,Unprovoked,indonesia,"news.com.au, 4/26/2016",24,M,Bali,Balian,N,surfing,bull shark
23-Apr,Spring,2016,Unprovoked,usa,"news4jax, 4/23/2016",15,M,Florida,"New Smyrna Beach, Volusia County",N,surfing,other
22-Apr,,2016,Unprovoked,south africa,"knysna-plett herald, 4/22/2016",Unknown,M,Western Cape Province,"Robberg Beach, Plettenberg Bay",N,surfing,white shark
19-Apr,,2016,Unprovoked,australia,"gold coast bulletin, 4/19/2016",12,M,New South Wales,"First Sun Beach, Byron Bay",N,swimming,other
18-Apr,,2016,Provoked,french polynesia,"tntv news, 4/19/2016",22,M,Tuamotos,Makemo Atoll,Unknown,fishing,reef shark
18-Apr,,2016,Provoked,french polynesia,"tahiti infos, 4/19/2016",26,M,Tuamotos,Makemo Atoll,N,fishing,reef shark
13-Apr,Spring,2016,Unprovoked,usa,"palm beach post, 4/13/2016",26,M,Florida,"Off Singer Island, Palm Beach County",N,fishing,bull shark
09-Apr,,2016,Unprovoked,new caledonia,les nouvelles caledonnie. 4/11/2016,69,F,Grand Terre,Poe Beach,Y,other,tiger shark
08-Apr,,2016,Invalid,cape verde,l.o.guttke,60,M,Unknown,,Unknown,other,other
07-Apr,Spring,2016,Unprovoked,usa,unknown,34,M,Florida,"Florida Keys, Monroe County",N,fishing,other
07-Apr,Spring,2016,Invalid,usa,youtube,Unknown,M,Florida,"Corners Beach, Jupiter, Palm Beach County",Unknown,other,other
31-Mar,Spring,2016,Unprovoked,usa,"maui now, 3/31/2016",46,F,Hawaii,"Olowalu, Maui",N,snorkeling,other
30-Mar,,2016,Unprovoked,australia,"daily telegraph, 3/30/2016",22,M,New South Wales,Bombo Beach,N,surfing,other
28-Mar,Spring,2016,Unprovoked,usa,"fox 35, 3/30/2015",15,M,Florida,"Fort Myers Beach, Lee County",Unknown,other,other
28-Mar,,2016,Unprovoked,australia,"b. myatt, gsaf",41,M,New South Wales,North Cronulla Beach,N,surfing,other
26-Mar,,2016,Provoked,bahamas,"wisconsin state journal, 4/2/2016",9,M,Unknown,,N,other,other
13-Mar,Spring,2016,Invalid,usa,"orange county register, 3/13/2016",Unknown,Unknown,California,"Bolsa Chica State Park, Orange County",Unknown,surfing,other
11-Mar,Spring,2016,Unprovoked,usa,"wcbv-5, 3/31/206",19,M,Florida,"Vero Beach, St. Lucie County",N,surfing,other
10-Mar,,2016,Unprovoked,fiji,"fiji sun, 3/12/2016",45,M,Vanua Levu,Dawara,Y,other,other
04-Mar,Spring,2016,Unprovoked,usa,wptv. 3/4/2016,12,M,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",N,other,other
Unknown,Unknown,2016,Unprovoked,australia,"9 news, 3/1/2016",Unknown,M,South Australia,Wrights Bay,N,fishing,whaler shark
02-Mar,,2016,Unprovoked,brazil,"misones online, 3/4/2016",41,M,Santa Catarina State,Escalerio Beach Balne rio Cambori ,N,swimming,tiger shark
22-Feb,,2016,Unprovoked,new caledonia,"les nouvelles calédoniennes, 2/23/2016",21,M,South Province,"Ricaudy Reef, Noumea",N,surfing,other
Unknown,Unknown,2016,Unprovoked,new caledonia,"les nouvelles calédoniennes, 2/19/2016",31,M,South Province,Yate,N,fishing,other
12-Feb,,2016,Unprovoked,dominican republic,s. harris,Unknown,F,Altagracia Province,"Bavaro Beach, Punta Cana",N,wading,other
Unknown,Unknown,2016,Invalid,cayman islands,r. branson,65,M,Grand Cayman,Stingray City Bar,Unknown,other,other
10-Feb,,2016,Invalid,australia,"c. black, gsaf",Unknown,M,Tasmania,Nettley Bay,Unknown,surfing,other
05-Feb,,2016,Unprovoked,australia,"courier mail, 2/5/2016",45,F,Queensland,Stradbroke Island,N,other,other
04-Feb,,2016,Unprovoked,australia,"b. myatt, gsaf",40,M,New South Wales,Hams Beach,N,surfing,other
02-Feb,,2016,Unprovoked,brazil,"globo, 2/3/2016",41,M,Balneário Camboriú,Estaleirinho beach,N,swimming,tiger shark
29-Jan,,2016,Watercraft,south africa,"nine news, 2/1/2016",Unknown,M,Kwazulu-Natal,,N,fishing,other
28-Jan,Winter,2016,Unprovoked,usa,khon2. 1/28/2016,Unknown,M,Hawaii,"Hanalei Bay, Kauai",N,surfing,reef shark
25-Jan,Winter,2016,Unprovoked,usa,"the garden island, 2/2/2016",15,F,Hawaii,"Hanalei Bay, Kauai, ",N,surfing,other
24-Jan,Winter,2016,Unprovoked,usa,k. love,Unknown,M,Texas,Off Surfside,N,fishing,bull shark
24-Jan,,2016,Watercraft,united arab emirates,"gulf news, 1/25/2016",Unknown,M,Fujairah Emirate,35 miles off Fujairah,N,fishing,mako shark
23-Jan,Winter,2016,Unprovoked,usa,"grand forks herald, 1/27/2915",48,M,Hawaii,"Wailea Beach, Maui",N,paddle,tiger shark
Unknown,Unknown,2016,Unprovoked,australia,"abc sunshine coast, 1/11/2016",Unknown,M,Queensland,"Happy Valley Beach, Caloundra",N,surfing,other
05-Jan,,2016,Unprovoked,australia,"nine news, 1/5/2016",11,M,Queensland,Heron Island,N,wading,other
02-Jan,,2016,Unprovoked,australia,"courier mail, 1/2/2016",31,M,Queensland,Miall Island,N,fishing,other
26-Dec,,2015,Watercraft,south africa,"traveller24, 12/26/2015",Unknown,M,Kwazulu-Natal,Westbrook Beach,N,fishing,white shark
25-Dec,,2015,Unprovoked,spain,"diaro de visos, 12/26/2015",38,F,Unknown,"Arinaga Beach, Aguimes, Gran Canaria",N,swimming,other
22-Dec,Winter,2015,Unprovoked,usa,"west hawaii today, 12/23/2015",71,M,Hawaii,La'aloa Beach Park,N,paddle,other
21-Dec,,2015,Unprovoked,australia,"the telegraph, 12/22/;2015",43,M,New South Wales,Bondi Beach,N,surfing,whaler shark
21-Dec,,2015,Unprovoked,brazil,"fox news, 12/22/2015",32,M,Pernambuco,Fernano de Noronha,N,other,tiger shark
19-Dec,,2015,Unprovoked,aruba,"fox news, 12/11/2015",58,M,Unknown,Boat capsized,Y,other,other
13-Dec,,2015,Watercraft,australia,"courier mail, 12/15/2015",Unknown,Unknown,New South Wales,Lake Macquarie,N,fishing,white shark
11-Dec,,2015,Unprovoked,bahamas,"nassau guardian, 12/12/2015",26,M,Unknown,Off Andros Island,N,fishing,bull shark
08-Dec,,2015,Unprovoked,south africa,"the bulletin, 12/17/2015",22,F,Eastern Cape Province,Mpande,N,swimming,other
20-Nov,,2015,Unprovoked,ecuador,g. hurley,55,M,Unknown,"Punta Vicente Roca, Isabella Island",N,snorkeling,other
26-Sep,Fall,1961,Provoked,usa,h.d.baldridge (1994) saf case #923,16,M,Florida,"Florida Keys, Monroe County",N,other,other
18-Nov,Fall,2017,Unprovoked,usa,"florida today, 11/21/2017",14,F,Florida,"Floridana Beach, Brevard County",N,surfing,other
07-Nov,Fall,2013,Unprovoked,usa,"space coast daily, 11/11/2013",Unknown,M,Florida,"Floridana Beach, Brevard County",N,surfing,other
10-Nov,,2015,Unprovoked,australia,"the sydney morning herald, 11/11/2015",20,M,New South Wales,East Ballina,N,surfing,bull shark
07-Nov,Fall,2015,Invalid,usa,"fox25orlando, 11/7/2015",9,F,Florida,"Paradise Beach, Melbourne, Brevard County",Unknown,surfing,other
03-Nov,Fall,2015,Unprovoked,usa,"hawaii news now, 11/4/2015",54,M,Hawaii,"Kehena Beach, Hawaii",N,swimming,other
03-Sep,Fall,2007,Unprovoked,usa,"s. wyman, sun-sentinel, 9/3/2007; local10.com",58,M,Florida,"Fort Lauderdale, Broward County",N,swimming,other
01-Nov,,2015,Unprovoked,mozambique,"coastweek, 12/3/2015",19,M,Inhambane Province,Maxixe,N,fishing,other
30-Oct,,2015,Unprovoked,australia,"perth now, 10/30/2015",50,M,Western Australia,Bald Island,N,fishing,other
28-Oct,Fall,2015,Unprovoked,usa,"star advertiser, 10/28/2015",10,M,Hawaii,"Malaka, Oahu",N,other,other
25-Oct,,2015,Unprovoked,south africa,"news 24, 10/26/2015",42,M,Western Cape Province,Stil Bay,N,surfing,white shark
20-Oct,Fall,2000,Unprovoked,usa,"stuart news, 10/21/2000",23,M,Florida,"Fort Pierce Inlet State Park, St Lucie County",N,surfing,other
08-Nov,Fall,2014,Unprovoked,usa,wptv.com,18,M,Florida,"Fort Pierce Inlet State Park, St. Lucie County",N,surfing,other
17-Oct,,2015,Unprovoked,mozambique,xinhua news agency,35,F,Inhambane Province,"Nahaduga, Inhambane Bay",Y,fishing,other
17-Oct,Fall,2015,Invalid,usa,"khon2, 10/17/2015",32,M,Hawaii,"Waikiki, ",Unknown,surfing,other
17-Oct,Fall,2015,Unprovoked,usa,"khon2, 10/17/2015",44,M,Hawaii,"Lanikai Beach, Kailua, Oahu",N,swimming,tiger shark
13-Oct,Fall,2015,Watercraft,usa,"the tribune, 10/28/2015",Unknown,M,California,"Off Leffingwell Landing, San Luis Obispo County",N,fishing,hammerhead
09-Oct,Fall,2015,Unprovoked,usa,"c. creswell, gsaf",9,F,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",N,other,other
09-Oct,Fall,2015,Unprovoked,usa,"hawaii news now, 10/9/2015",25,M,Hawaii,"Leftovers, Oahu",N,surfing,tiger shark
08-Oct,,2015,Unprovoked,mozambique,club of mozambique,Unknown,M,Inhambane Province,"Maxixe, Inhambane Bay",N,fishing,other
07-Oct,,2015,Unprovoked,australia,"daily mail, 10/7/2015",18,M,Western Australia,Pyramids Beach,N,surfing,other
15-Sep,Fall,2000,Unprovoked,usa,"sharksurvivor.com.; the stuart (fl) news, 9/19/2000",49,M,Florida,"Fort Pierce Inlet, St Lucie County",N,surfing,other
05-Oct,Fall,2015,Unprovoked,usa,"houston chronicle, 10/5/2015",13,M,Texas,Galveston,N,wading,other
05-Sep,Fall,1999,Unprovoked,usa,"orlando sentinel, 9/8/1999, p.d3; allen, p.65",13,M,Florida,"Fort Pierce Inlet, St. Lucie County",N,surfing,other
04-Oct,Fall,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com",25,M,Florida,"Fort Pierce State Park, St. Lucie County",N,surfing,other
26-Sep,,2015,Unprovoked,australia,"the cairns post, 9/28/2015",7,F,Queensland,"Russel Island, Frankland Group",N,snorkeling,other
24-Sep,Fall,2015,Watercraft,usa,r. collier,Unknown,M,California,"Horseshoe Rock, Santa Barbara County",N,fishing,white shark
08-Oct,Fall,2019,Unprovoked,usa,"k.mcmurray, trackingsharks.com",20,M,Florida,"Fort Pierce, St. Lucie County",N,surfing,other
20-Sep,Fall,2015,Unprovoked,usa,"big island video, 9/20/2015",27,M,Hawaii,"Upolu Point, North Kohala, Big Island",N,fishing,tiger shark
07-Sep,Fall,2018,Unprovoked,usa,"tc palm, 9/7/2018",Unknown,M,Florida,"Fort Pierce, St. Lucie County",N,surfing,other
11-Oct,Fall,1988,Unprovoked,usa,"st. petersburg times 10/13/1988, p.2b",30,M,Florida,"Fort Pierce, St. Lucie County ",N,surfing,other
19-Sep,Fall,2015,Watercraft,usa,"nbc news, 9/22/2015",Unknown,M,California,"Gaviota State Beach, Santa Barbara County",N,fishing,hammerhead
24-Sep,Fall,2017,Unprovoked,usa,"sun sentinel, 9/24/2017",Unknown,M,Florida,Fort Worth,N,surfing,other
04-Nov,Fall,1984,Provoked,usa,"miami herald, 11/5/1984",29,M,Florida,"Fowey Rock, Key Biscayne",N,fishing,other
08-Sep,,2015,Unprovoked,australia,"abc news, 9/8/2015",42,M,New South Wales,North Shelly Beach,N,surfing,other
06-Sep,Fall,2015,Unprovoked,usa,"r. collier, gsaf",50,F,California,"El Pescador Beach, Los Angeles County",N,paddle,white shark
05-Sep,Fall,2015,Provoked,usa,"r. collier, gsaf",29,M,California,"Deer Creek Beach, Ventura County",N,fishing,hammerhead
04-Sep,,2015,Unprovoked,australia,"the sydney morning herald, 9/4/2015",62,M,New South Wales,Hallidays Point,N,surfing,white shark
03-Sep,Fall,2015,Unprovoked,usa,"c. creswell, gsaf",Unknown,M,South Carolina,"Myrtle Beach, Horry County",N,other,other
01-Sep,,2015,Unprovoked,thailand,"phuket gazette, 9/1/2015",37,F,Phuket,Karon Beach,N,wading,other
Unknown,Unknown,2015,Unprovoked,fiji,"fiji times, 2/8/2016",Unknown,M,Unknown,,N,fishing,tiger shark
29-Aug,Summer,2015,Unprovoked,usa,"r. collier, gsaf",54,F,California,"Morro Strand State Beach, San Luis Obispo County",N,surfing,white shark
29-Aug,Summer,2015,Unprovoked,usa,"r. collier, gsaf",21,M,California,"Morro Bay, San Luis Obispo County",N,surfing,white shark
22-Aug,Summer,2015,Invalid,usa,"brevard times, 8/22/2015",Unknown,M,Florida,"Cocoa Beach, Brevard  County",Unknown,other,other
22-Aug,,2015,Unprovoked,australia,"daily telegraph, 8/22/2015",38,M,New South Wales,Lighthouse Beach,N,surfing,other
20-Aug,Summer,2015,Unprovoked,usa,"c. creswell, gsaf",15,M,South Carolina,"Murrells Inlet, Georgetown County",N,surfing,other
19-Aug,Summer,2015,Unprovoked,usa,"abc news, 8/21/2015",10,F,Florida,"Jacksonville Beach, Duval County",N,other,other
18-Aug,Summer,2015,Watercraft,usa,"r. collier, gsaf",22,M,California,Santa Barbara County,N,fishing,white shark
18-Aug,,2015,Invalid,spain,"the local, 8/18/2015",10,M,Alicante,"Poniente Beach, Benidorm",Unknown,swimming,other
10-Aug,Summer,2015,Provoked,usa,"nbc san diego, 8/13/2015",57,M,California,Cortes Bank,N,fishing,hammerhead
31-Jul,,2015,Unprovoked,australia,"daily telegraph, 7/31/2015",52,M,New South Wales,Evans Head,N,surfing,white shark
28-Jul,,2015,Unprovoked,costa rica,youtube,47,M,Guanacaste,Playa Grande,N,surfing,other
27-Jul,,2015,Invalid,australia,unknown,40,M,Victoria,Tyrendarra Beach,Unknown,surfing,other
26-Jul,Summer,2015,Unprovoked,usa,cbs 7/27/2015,25,M,Florida,"Daytona Beach, Volusia County",N,surfing,other
26-Jul,Summer,2015,Invalid,usa,"c. creswell, gsaf, abc 11, 7/27/2015",35,F,South Carolina,"Edisto Beach, Colleton County",Unknown,other,other
25-Jul,,2015,Unprovoked,australia,"c. black, gsaf",46,M,Tasmania,"Lachan Island, Mercury Passage",Y,other,white shark
23-Jul,Summer,2015,Provoked,usa,"nbc san diego, 7/27/2015",31,M,California,"La Jolla, San Diego County",N,fishing,mako shark
23-Jul,,2015,Unprovoked,australia,"abc news, 7/27/2015",40,M,Victoria,Tyrendarra Beach near Portland,N,surfing,whaler shark
22-Jul,,2015,Unprovoked,reunion,zig zag surfing magazine,45,M,Unknown,St. Leu,N,surfing,bull shark
19-Jul,,2015,Unprovoked,south africa,"bbc, 7/20/2015",34,M,Eastern Cape Province,Jeffrey's Bay,N,surfing,white shark
10-Jul,Summer,2015,Unprovoked,usa,"ktla, 7/10/2015",38,M,California,"Huntington Beach, Orange County",N,surfing,white shark
08-Jul,Summer,2015,Invalid,usa,"sentinel & enterprise.com, 10/4/2015",39,M,California,"Huntington Beach, Orange County",Unknown,other,other
06-Jul,,2015,Invalid,french polynesia,"hollywood life, 7/6/2015",Unknown,M,Bora Bora,,Unknown,swimming,other
04-Jul,,2015,Unprovoked,bahamas,"abc action news, 7/7/2015",23,F,Unknown,"Port Lucaya, Freeport",N,fishing,other
04-Jul,Summer,2015,Unprovoked,usa,"c. creswell, gsaf",32,M,North Carolina,"Off Surf City, Pender County",N,other,other
03-Jul,,2015,Unprovoked,australia,"northern star, 7/3/2015",52,M,New South Wales,Lennox Head,N,surfing,white shark
02-Jul,,2015,Unprovoked,australia,"northern star, 7/2/2015",32,M,New South Wales,East Ballina,N,other,white shark
01-Jul,Summer,2015,Unprovoked,usa,"c. creswell, gsaf",68,M,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",N,swimming,other
30-Jun,,2015,Unprovoked,australia,"the telegraph, 7/8/2015",Unknown,M,New South Wales,"Flat Rock, Yamba",N,surfing,other
30-Jun,Summer,2015,Unprovoked,usa,"c. creswell, gsaf",12,M,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",N,other,other
27-Jun,Summer,2015,Unprovoked,usa,"c. creswell, wral, 6/27/2015",18,M,North Carolina,"Rodanthe, Dare County",N,swimming,bull shark
27-Jun,,2015,Unprovoked,south africa,"nsri, 6/27/205",19,M,Western Cape Province,Buffels Bay near Knysna,N,other,white shark
26-Jun,Summer,2015,Invalid,usa,"action news jax, 6/26/2015",Unknown,F,Florida,"Jacksonville Beach, Duval County",Unknown,swimming,other
26-Jun,,2015,Unprovoked,south africa,zig zag surfing magazine,23,M,Western Cape Province,"Lookout Beach, Plettenberg Bay",N,surfing,white shark
26-Jun,Summer,2015,Unprovoked,usa,"c. creswell, gsaf; wcnc, 6/26/2015",43,M,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",N,other,other
Unknown,Unknown,2015,Provoked,australia,"west australian police, 6/25/2015",19,M,Western Australia,Rottnest Island,N,swimming,other
25-Jun,Summer,2015,Unprovoked,usa,"c. creswell, gsaf",47,M,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",N,surfing,other
24-Jun,Summer,2015,Unprovoked,usa,"c. creswell, gsaf",6,M,North Carolina,Surf City,N,swimming,tiger shark
24-Jun,,2015,Invalid,australia,"l. kumpe, r. mcauley",37,F,Western Australia,Denmark,N,surfing,white shark
23-Jun,Summer,2015,Unprovoked,usa,"c. creswell, gsaf; r. lurye, island packet",9,M,South Carolina,"St. Helena Island, Beaufort County",N,other,other
19-Jun,,2015,Unprovoked,puerto rico,"yahoo news, 6/19/2015",36,M,Unknown,Off Cabo Rojo,N,fishing,other
17-Jun,Summer,2015,Unprovoked,usa,"wtxl tv, 6/17/2015",10,M,Florida,Daytona Beach Shores,N,swimming,other
14-Jun,Summer,2015,Unprovoked,usa,"c. creswell, gsaf",16,M,North Carolina,"Oak Island, Brunswick County",N,wading,bull shark
14-Jun,Summer,2015,Unprovoked,usa,"c. creswell, gsaf",12,F,North Carolina,"Oak Island, Brunswick County",N,wading,bull shark
13-Jun,Summer,2015,Unprovoked,usa,"courthouse news service, 11/14/2016",Unknown,F,California,Off San Diego,N,other,mako shark
11-Jun,Summer,2015,Unprovoked,usa,"c. creswell, gsaf",13,F,North Carolina,"Ocean Isle, Brunswick County",N,other,other
07-Jun,Summer,2015,Unprovoked,usa,"florida today, 6/7/2015",11,M,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",N,other,bull shark
05-Jun,Summer,2015,Unprovoked,usa,"7 news, 6/5/2015",17,F,Florida,Fort Lauderdale,N,other,other
01-Jun,,2015,Unprovoked,reunion,"clincanoo, 6/1/2015",47,M,Le Port,Folette,N,surfing,bull shark
29-May,Spring,2015,Unprovoked,usa,"orlando sentinel, 5/29/2015",14,F,Florida,"Cocoa Beach, Brevard  County",N,other,other
29-May,Spring,2015,Unprovoked,usa,"clickorlando, 5/29/2015",19,F,Florida,"New Smyrna Beach, Volusia County",N,wading,other
25-May,,2015,Unprovoked,french polynesia,polynésie 1ère. 5/262015,19,M,Rangiroa,Avatoru Pass,N,fishing,other
24-May,Spring,2015,Unprovoked,usa,"wftv,  5/27/2015",13,F,Florida,"Cocoa Beach, Brevard  County",N,swimming,other
20-May,Spring,2015,Unprovoked,usa,"wftv, 5/20/2015",18,M,Florida,"New Smyrna Beach, Volusia County",N,surfing,other
